Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2019-01-02,37.57520294189453,37.796487372519124,36.697210336780685,36.854250431978905,148158800
2019-01-03,33.83244323730469,34.67236504107236,33.78723438504044,34.258351143686504,365248800
2019-01-04,35.2767219543457,35.34572607671616,34.21551944315652,34.38921334078491,234428400
2019-01-07,35.198211669921875,35.41235832253216,34.71519720185537,35.381425181114466,219111200
2019-01-08,35.86919021606445,36.1237858793811,35.33858894951646,35.58604312532892,164101200
2019-01-09,36.47831344604492,36.768598408813624,35.602702406686625,35.99767715234844,180396400
2019-01-10,36.594913482666016,36.635362560437954,35.89537425739122,36.28559294780056,143122800
2019-01-11,36.235618591308594,36.571112433090754,36.05002702578016,36.37600493397239,108092800
2019-01-14,35.69073486328125,35.992917435038834,35.505143332444135,35.89298381309956,129756800
2019-01-15,36.42121124267578,36.49734959802523,35.70263668006988,35.75498338778188,114843600
2019-01-16,36.86614990234375,37.08981241923674,36.4045491556751,36.42358464973506,122278800
2019-01-17,37.08506393432617,37.51335360451104,36.4664228962091,36.69008548123066,119284800
2019-01-18,37.3134765625,37.56569051615148,37.11360568148331,37.47527282308796,135004000
2019-01-22,36.47594451904297,37.2920711990945,36.31414457644596,37.21593282601693,121576000
2019-01-23,36.62344741821289,36.91373231353581,36.09522432217602,36.67817218779543,92522400
2019-01-24,36.33316421508789,36.756693941632484,36.10474556492736,36.66865796507572,101766000
2019-01-25,37.53713607788086,37.62517569702941,36.718631568016214,36.99463717184698,134142000
2019-01-28,37.18974685668945,37.19688471328752,36.56159006151442,37.068396033223685,104768400
2019-01-29,36.804283142089844,37.625172928252375,36.66866024088639,37.177847900505746,166348800
2019-01-30,39.31929016113281,39.53343310309419,38.12483930122953,38.843413729530596,244439200
2019-01-31,39.60244369506836,40.21156504622559,39.15511861440305,39.52392363533564,162958400
2019-02-01,39.621482849121094,40.206808976586736,39.481096506586674,39.72617627176372,130672400
2019-02-04,40.746925354003906,40.844480907959166,39.80231021008978,39.83324334442914,125982000
2019-02-05,41.444087982177734,41.65823461315933,41.00866412354689,41.13001133964811,144406400
2019-02-06,41.4583625793457,41.77482089204486,41.127628552346515,41.55591450394574,112958400
2019-02-07,40.67316818237305,41.38698298759363,40.53040376906899,41.02055602108315,126966800
2019-02-08,40.720951080322266,40.78069075259095,40.24542197642421,40.38163017938253,95280000
2019-02-11,40.48677062988281,40.91212046871485,40.44375981423957,40.873886201773935,83973600
2019-02-12,40.835655212402344,40.861940817256425,40.551293754313846,40.646879429338085,89134000
2019-02-13,40.665992736816406,41.21559851553818,40.603864782993156,40.95513438892217,89960800
2019-02-14,40.81414794921875,40.92406691272864,40.474827022290015,40.55368383327085,87342800
2019-02-15,40.72334289550781,41.0292097524213,40.563240997453136,40.92167906223181,98507200
2019-02-19,40.845218658447266,40.96708995832154,40.50112111056447,40.55369232889822,75891200
2019-02-20,41.10805892944336,41.41631764978531,40.85954352168926,40.90733452553968,104457600
2019-02-21,40.87628173828125,41.18931710625614,40.69467440737777,41.05311251963379,68998800
2019-02-22,41.33269119262695,41.339859662720514,40.95274769278512,41.000538708815775,75652800
2019-02-25,41.63377380371094,42.025665930791185,41.566865658567025,41.617048590535184,87493600
2019-02-26,41.65766906738281,41.889459289505155,41.380476110544926,41.509515845654406,68280800
2019-02-27,41.786705017089844,41.81777081362759,41.27533356556058,41.39003636221368,111341600
2019-02-28,41.37570571899414,41.796275448662115,41.32074622794749,41.65529066256711,112861600
2019-03-01,41.81061935424805,41.853630185825686,41.31358463853887,41.64573720742364,103544800
2019-03-04,42.02088928222656,42.474909358370766,41.57164575485241,41.982655014743564,109744800
2019-03-05,41.944427490234375,42.05673839013298,41.70785702415031,42.04240144907716,78949600
2019-03-06,41.70307540893555,41.934865651105085,41.5644789185296,41.73891775722132,83241600
2019-03-07,41.22038269042969,41.68396322987974,41.10568351605907,41.54775499776006,99185600
2019-03-08,41.318355560302734,41.356589832825826,40.50350540248133,40.69945331449648,95997600
2019-03-11,42.74971389770508,42.802285108230926,41.90141335177229,41.93486742699595,128044000
2019-03-12,43.23002243041992,43.650588460311994,42.86202396382128,43.01256912254078,129870400
2019-03-13,43.421199798583984,43.80114336864438,43.232420327975866,43.55023593033642,124130000
2019-03-14,43.90387725830078,43.99229444933617,43.62429604022909,43.944499796357,94318000
2019-03-15,44.474998474121094,44.76414014704579,43.90627916575114,44.17152350675048,156171600
2019-03-18,44.929019927978516,45.01743348832118,44.39613935267995,44.39853127348104,104879200
2019-03-19,44.572975158691406,45.16081528556105,44.42721017595446,45.007881832051886,126585600
2019-03-20,44.96247100830078,45.28028652491381,44.14284075046286,44.501278809560496,124140800
2019-03-21,46.61845016479492,46.914760254354924,45.35674856766888,45.40693149712946,204136800
2019-03-22,45.65306091308594,47.23974655431228,45.58854104236857,46.67819214407311,169630800
2019-03-25,45.1010627746582,45.87528656769035,44.58969134305273,45.762975695897644,175381200
2019-03-26,44.63508987426758,46.09035099490337,44.10699323759352,45.798821115947895,199202000
2019-03-27,45.03655242919922,45.34480758857709,44.57775210214657,45.103460582338926,119393600
2019-03-28,45.096290588378906,45.29701504101596,44.8119291240327,45.151250073839364,83121600
2019-03-29,45.39021301269531,45.421278816424476,45.05328030619327,45.361539130004445,94256000
2019-04-01,45.69845962524414,45.80359838242314,45.01503764936997,45.79404163948691,111448000
2019-04-02,46.362770080566406,46.46791249669149,45.65306241794264,45.662619162035575,91062800
2019-04-03,46.68058395385742,46.95538500302052,46.154871891809094,46.17876922052781,93087200
2019-04-04,46.761837005615234,46.924327200684935,46.152491481661734,46.54677194916167,76457200
2019-04-05,47.07487106323242,47.09876839535696,46.81918346513947,46.94344302898936,74106400
2019-04-08,47.815643310546875,47.846705466003094,46.91715615255903,46.93627328849716,103526800
2019-04-09,47.67225646972656,48.47276950301953,47.607736605442454,47.86820433673012,143072800
2019-04-10,47.93989181518555,47.96856933777075,47.35683202096376,47.47631136744461,86781200
2019-04-11,47.540836334228516,48.03070243658207,47.418968700387076,47.99486008728185,83603200
2019-04-12,47.521724700927734,47.82520332961341,46.88609720701765,47.600581524738395,111042800
2019-04-15,47.607757568359375,47.755914494035,47.316227559857204,47.45243581707519,70146400
2019-04-16,47.61253356933594,48.119124980547575,47.44765143932651,47.66271651394717,102785600
2019-04-17,48.5396842956543,48.59942397360544,47.45958989735585,47.681819749148225,115627200
2019-04-18,48.7141227722168,48.78341919378796,48.39391897587181,48.53729201415646,96783200
2019-04-22,48.874229431152344,48.97220338690037,48.35090922181928,48.468000313778205,77758000
2019-04-23,49.57914733886719,49.643667205274184,48.72367480218776,48.850322614551736,93292000
2019-04-24,49.5026969909668,49.81812065427212,49.47641138183958,49.55048801313775,70162400
2019-04-25,49.0534553527832,49.646072073454185,49.01522107500535,49.42384217053559,74172800
2019-04-26,48.81926345825195,48.986533820100895,48.298331592813334,48.96263649145658,74596400
2019-04-29,48.893341064453125,49.2183250510199,48.71412203464543,48.843158131769954,88818800
2019-04-30,47.951839447021484,48.60419564382473,47.57906447741963,48.52295056505924,186139600
2019-05-01,50.30559158325195,51.4502022665524,49.997332787495154,50.15265814578386,259309200
2019-05-02,49.978206634521484,50.814562017383224,49.734471405365966,50.143088707680874,127985200
2019-05-03,50.59950256347656,50.621007970464994,50.23628433405091,50.39399794440655,83569600
2019-05-06,49.818111419677734,49.90413670212778,48.62809805096924,48.81687382972931,129772400
2019-05-07,48.475162506103516,49.56481360545872,47.9900766320153,49.19681880816507,155054800
2019-05-08,48.48472595214844,49.06778584989546,48.20992486493828,48.24576721675841,105358000
2019-05-09,47.96379470825195,48.19319303822912,46.9936228856528,47.88732616744576,139634400
2019-05-10,47.2993278503418,47.699928903019405,46.24146450186388,47.356900113901595,164834800
2019-05-13,44.55032730102539,45.45227100568075,43.86187575578173,45.02768781937873,229722400
2019-05-14,45.25556945800781,45.50504198786496,44.47596276934291,44.715841750470574,146118800
2019-05-15,45.79767990112305,45.9967798306252,44.62227473591836,44.68224446190353,106178800
2019-05-16,45.59619903564453,46.16950967756223,45.29874776919382,45.555420046417595,132125600
2019-05-17,45.33712387084961,45.792892435075906,44.79979367764875,44.84057266200479,131516400
2019-05-20,43.919429779052734,44.22167955527841,43.245370611853836,44.02257961609759,154449200
2019-05-21,44.761417388916016,45.097246483732384,44.30564514850796,44.43038323812373,113459200
2019-05-22,43.84506607055664,44.54791316726557,43.78989494714465,44.29603958434583,118994400
2019-05-23,43.09664535522461,43.3077363046278,42.65286791270511,43.130228255829316,146118800
2019-05-24,42.93113708496094,43.69155293690162,42.84717798618397,43.22618717622051,94858800
2019-05-28,42.753623962402344,43.31973842722147,42.67686460222569,42.919141022494294,111792800
2019-05-29,42.54973220825195,43.0222940646248,42.218698063515376,42.319446790117254,113924800
2019-05-30,42.77041244506836,42.99349808518756,42.37940863165211,42.68645335841983,84873600
2019-05-31,41.99560546875,42.696051495723665,41.97641471537596,42.2738622420187,108174400
2019-06-03,41.571022033691406,42.67926159185684,40.84418912083457,42.12274434101084,161584400
2019-06-04,43.091854095458984,43.13743168124543,41.86367505232312,42.0843632453702,123872000
2019-06-05,43.78750228881836,44.37520864944505,43.451673220113676,44.20489298300475,119093600
2019-06-06,44.43038558959961,44.490355335438046,43.693955353777504,43.91704471163313,90105200
2019-06-07,45.61298370361328,46.03757049628516,44.562316326514456,44.73982441794124,122737600
2019-06-10,46.19590377807617,46.86516465751441,45.965618300049115,46.01119590113618,104883600
2019-06-11,46.730812072753906,47.016268574742455,46.440560627727905,46.74280675087126,107731600
