Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2019-01-02,94.78966522216797,95.38022324353227,92.74613779436812,93.3179510070858,35329300
2019-01-03,91.30256652832031,93.91790780361103,91.11508263746234,93.83353826478015,42579100
2019-01-04,95.54898071289062,96.09267328233008,92.73678664558504,93.47733194152237,44060600
2019-01-07,95.67085266113281,96.80510356158211,94.65846809701809,95.27714715554485,35656100
2019-01-08,96.36450958251953,97.46126343870469,95.34274212500739,96.58948308209578,31514400
2019-01-09,97.74247741699219,98.3142907170898,96.77695870915545,97.35814799089786,32280800
2019-01-10,97.11442565917969,97.25503678126739,95.97079902214188,96.75821701476576,30067600
2019-01-11,96.36450958251953,96.96444368257528,95.27712455630687,96.73009420124792,28314200
2019-01-14,95.66146087646484,96.4301268870416,94.92091565928575,95.52084975769793,28437100
2019-01-15,98.43618774414062,98.47368453064368,95.50212677835853,96.09269222605563,31587600
2019-01-16,98.78299713134766,99.60791193567613,98.38929169388855,98.67051395023309,29853900
2019-01-17,99.4766845703125,99.95475243099906,98.20182263825575,98.42679616986,28393000
2019-01-18,100.9671401977539,101.1452481106909,99.27982804744428,100.73279069200707,37427600
2019-01-22,99.06423950195312,100.39534319512603,98.295573283889,100.06725526396096,32371300
2019-01-23,100.02973937988281,100.33908243525248,98.74550154963187,99.4766779946272,25874300
2019-01-24,99.55167388916016,100.30159521879767,98.74551096292275,100.17036005887809,23164800
2019-01-25,100.4609375,101.12648919234792,99.55166033593434,100.52655507102645,31225600
2019-01-28,98.50177764892578,99.81413620057482,98.1080722289647,99.60790750865841,29476700
2019-01-29,96.4957504272461,98.39866718388932,95.77394997707032,98.31429764669649,31490500
2019-01-30,99.72039031982422,99.72039031982422,97.79872883317334,98.07057509408838,49471900
2019-01-31,97.89248657226562,98.63303194992857,96.72073891490909,97.30192832759877,55636400
2019-02-01,96.34577178955078,97.58313694687969,95.94269033631137,97.28316985273267,35535700
2019-02-04,99.12046813964844,99.17671688604872,96.33639477745018,96.4301403041908,31315100
2019-02-05,100.50780487060547,100.55467047495264,99.32668150366837,99.42041986414117,27325400
2019-02-06,99.3923110961914,100.30158832152168,98.92361208534318,100.30158832152168,20609800
2019-02-07,98.67986297607422,98.97982998514242,97.76121713970558,98.60487658764039,29760700
2019-02-08,99.05484771728516,99.15796207231487,97.7331202191996,97.85497938797137,21461100
2019-02-11,98.66112518310547,99.90786605861564,98.39865492547767,99.55165029316808,18914100
2019-02-12,100.1984634399414,100.4328129207443,98.87673608713797,99.49541499753273,25056600
2019-02-13,100.12346649169922,101.03274359064025,100.02972813291504,100.77027332533322,18394900
2019-02-14,100.20785522460938,100.57343990017289,99.0454836190172,99.6547866437699,21784700
2019-02-15,101.44519805908203,101.52019160468254,100.6390353233219,101.15460700960273,26606900
2019-02-19,101.39835357666016,101.85768380769846,101.03276887964934,101.04214486340813,18038500
2019-02-20,100.87114715576172,101.61485501827724,100.06154149187505,101.53954119318972,21607700
2019-02-21,102.99871063232422,103.06460843024237,100.60755067850327,100.63579156585087,29063200
2019-02-22,104.46729278564453,104.68381104052392,103.38467996428398,103.60120540148456,27763200
2019-02-25,105.05097198486328,105.60640250975152,104.74031500151865,105.21101567107854,23750600
2019-02-26,105.77584838867188,106.60427892938345,104.65557856720001,104.74030841720196,21536700
2019-02-27,105.59699249267578,105.77586105562742,104.38258383424542,105.14512384629212,21487100
2019-02-28,105.4651870727539,106.26537674571232,105.1827709905861,105.4746030968561,29083900
2019-03-01,105.93588256835938,106.39716717440335,105.12627691071067,106.27478759632031,23501200
2019-03-04,105.68171691894531,106.61370223872365,104.3072718181879,106.39717676931946,26608000
2019-03-05,105.1545181274414,105.80408729678035,104.71206556730445,105.67229169464225,19538300
2019-03-06,105.20159912109375,106.05827778292782,104.90035098137321,105.31456986685977,17687000
2019-03-07,103.92127990722656,105.01330876790233,103.43175443396174,104.87209714870167,25339000
2019-03-08,104.03426361083984,104.22254100503572,102.42446818880175,102.7633732442121,22818400
2019-03-11,106.21830749511719,106.33127105133887,104.47671657425622,104.48612541572686,26491600
2019-03-12,106.9620132446289,107.31032711250768,106.04885287754492,106.20888936723632,26132700
2019-03-13,107.79044342041016,108.26114404670017,107.11263336938111,107.4421223713198,35513800
2019-03-14,107.87515258789062,108.44940785469721,107.63039346411651,107.8280868405436,30763400
2019-03-15,109.11783599853516,110.37931038398015,107.87517929790344,108.58123032381376,54681100
2019-03-18,110.68054962158203,110.71820653514352,109.2496228178546,109.36258637621722,31207600
2019-03-19,110.755859375,111.49956723026102,110.1345310975712,111.1700710442976,37588700
2019-03-20,110.63348388671875,111.79141071157414,109.87095108883979,110.51110429641791,28113300
2019-03-21,113.17527770996094,113.74011711475802,110.22868672469288,110.2757596677271,29854400
2019-03-22,110.19103240966797,112.58218555119193,110.1816163849879,112.49746287603854,33624500
2019-03-25,110.76528930664062,111.09477835165406,109.50380772846025,109.72974204756625,27067100
2019-03-26,111.00064086914062,111.75375766853598,110.00275051601595,111.66903499131207,26097700
2019-03-27,109.92742156982422,111.28304167763245,108.7506699991078,110.97237753920614,22733400
2019-03-28,110.07805633544922,110.68996862824905,109.3249324085691,110.55817301839335,18334800
2019-03-29,111.02886962890625,111.38659953085403,110.10629321123211,111.15124921007532,25399800
2019-04-01,112.04559326171875,112.13032312388314,111.17950568360943,111.97969544995658,22789100
2019-04-02,112.20563507080078,112.4786423384519,111.57489067476136,112.0832482922163,18142300
2019-04-03,112.93991088867188,113.37295460860682,112.16796213881888,112.83635617495682,22860700
2019-04-04,112.36564636230469,113.18466798141309,111.44307003794162,113.06228123030063,20112800
2019-04-05,112.86461639404297,113.18469661370644,112.37509081272123,112.39391568102008,15826200
2019-04-08,112.90225219726562,112.98697486224938,111.68784372291422,112.7892814616324,15116200
2019-04-09,112.29035949707031,112.53512587572652,111.63138138029144,111.67844714159119,17612000
2019-04-10,113.14701843261719,113.29763889767257,112.53510618421113,112.74221560819363,16477200
2019-04-11,113.27883911132812,113.76836470903446,112.89286106621556,113.47653255553587,14209100
2019-04-12,113.86248016357422,113.89072823468304,113.31647288827203,113.57064806967809,19745100
2019-04-15,113.95663452148438,114.45557608006776,113.50475872027701,113.85307980000607,15792600
2019-04-16,113.69303894042969,114.52147673284817,113.06230175380007,114.51206070821004,14071800
2019-04-17,114.63445281982422,114.70976666051044,113.47653304414693,114.13551119434351,19300900
2019-04-18,116.14068603515625,116.28189049046104,114.19198554640548,115.02983216538436,27991000
2019-04-22,116.50784301757812,116.73377734978536,115.38757301724895,115.43464596169012,15648700
2019-04-23,118.08940887451172,118.22120451262245,116.57375185391474,116.82792710389297,24025500
2019-04-24,117.6845932006836,118.47536694378772,117.22330133488336,118.4188851570868,31257000
2019-04-25,121.58200073242188,123.67191325892067,121.28075971521653,122.43867956433702,38033900
2019-04-26,122.27862548828125,122.87171295831907,121.45961087891109,122.09975692654635,23654900
2019-04-29,122.16566467285156,122.55162833279432,121.77027780546071,122.2880370878671,16324200
2019-04-30,122.94703674316406,123.04116827062228,121.8079346531428,122.20332154361853,24166500
